asset_id,site_code,region,asset_type,manufacturer,model_number,serial_number,install_date,commission_date,expected_life_years,current_age_years,asset_condition,condition_score,criticality_level,capacity_rating,capacity_unit,replacement_cost_usd,depreciated_value_usd,asset_status,energy_efficiency_rating,last_maintenance_date
AST00404,ATL01,AMER-East,PDU,ABB,ABB-PDU-581,SN412023404,2012-11-24,2012-12-30,14,12.6,Critical,45.5,Medium,1181,Amps,134388,33597,Active,A,2025-05-02
AST00405,SEA01,AMER-West,PDU,Schneider,SCH-PDU-687,SN433997405,2010-12-09,2011-01-29,14,14.6,Critical,30.0,Medium,676,Amps,71649,10747,Active,B,2025-05-02
AST00406,SJC01,AMER-West,PDU,ABB,ABB-PDU-704,SN837685406,2023-06-17,2023-07-31,14,2.0,Good,87.3,Medium,682,Amps,134906,118845,Active,B,2025-05-07
AST00407,DAL01,AMER-Central,PDU,Eaton,EAT-PDU-231,SN773590407,2014-04-23,2014-05-04,14,11.2,Warning,67.5,High,497,Amps,76259,25419,Active,A,2025-06-05
AST00408,DAL01,AMER-Central,UPS,Schneider,SCH-UPS-505,SN655083408,2012-02-11,2012-03-31,12,13.4,Critical,43.8,High,828,kVA,101093,15163,Standby,B,2025-06-16
AST00409,ATL01,AMER-East,UPS,Schneider,SCH-UPS-460,SN798112409,2010-07-13,2010-07-25,12,15.0,Critical,29.8,High,1360,kVA,130197,19529,Active,C,2025-06-24
AST00410,LAX01,AMER-West,UPS,Schneider,SCH-UPS-764,SN257584410,2016-03-11,2016-03-27,12,9.3,Critical,45.1,High,511,kVA,225450,79846,Active,C,2025-06-04
AST00411,SEA01,AMER-West,UPS,Vertiv,VER-UPS-720,SN561552411,2019-06-14,2019-07-23,12,6.0,Warning,55.0,High,391,kVA,357554,208573,Active,A,2025-06-14
AST00412,DAL01,AMER-Central,Cooling,Trane,TRA-COO-848,SN818675412,2013-12-26,2014-02-17,10,11.5,Critical,26.0,Medium,220,Tons,151716,22757,Active,B,2025-04-19
AST00413,CHI01,AMER-East,UPS,Vertiv,VER-UPS-803,SN393481413,2015-09-28,2015-11-14,12,9.8,Warning,62.7,Medium,631,kVA,272024,86896,Active,B,2025-06-18
AST00414,NYC01,AMER-East,UPS,Schneider,SCH-UPS-652,SN492720414,2023-06-14,2023-07-12,12,2.0,Good,86.8,High,1068,kVA,112054,96490,Standby,B,2025-05-17
AST00415,SEA01,AMER-West,UPS,Schneider,SCH-UPS-432,SN414925415,2022-04-20,2022-06-08,12,3.2,Good,83.3,High,250,kVA,98210,76385,Active,B,2025-06-26
AST00416,ATL01,AMER-East,Cooling,Carrier,CAR-COO-683,SN702567416,2019-04-27,2019-06-23,10,6.2,Warning,66.7,Medium,188,Tons,199393,96373,Active,C,2025-03-14
AST00417,ASH01,AMER-East,UPS,Eaton,EAT-UPS-788,SN253262417,2022-08-21,2022-09-14,12,2.9,Good,92.4,High,1099,kVA,128211,102390,Active,B,2025-04-09
AST00418,TOR01,AMER-Central,UPS,Eaton,EAT-UPS-772,SN880926418,2012-09-16,2012-10-26,12,12.8,Critical,45.1,Medium,843,kVA,319010,47851,Standby,A,2025-05-25
AST00419,ATL01,AMER-East,UPS,Vertiv,VER-UPS-836,SN903147419,2014-11-10,2015-01-04,12,10.6,Warning,62.1,High,904,kVA,231130,60992,Standby,A,2025-06-09
AST00420,SEA01,AMER-West,Cooling,Stulz,STU-COO-365,SN961069420,2015-06-20,2015-07-12,10,10.0,Critical,41.6,Medium,130,Tons,141917,23652,Active,B,2025-04-03
AST00421,TOR01,AMER-Central,UPS,Vertiv,VER-UPS-613,SN986364421,2012-02-10,2012-03-23,12,13.4,Critical,34.3,Low,636,kVA,227103,34065,Active,B,2025-06-19
AST00422,PHX01,AMER-West,Generator,Cummins,CUM-GEN-395,SN909217422,2019-05-15,2019-06-05,15,6.1,Good,80.2,High,1267,kW,790370,522522,Active,B,2025-06-10
AST00423,DAL01,AMER-Central,Generator,Kohler,KOH-GEN-456,SN961396423,2016-04-01,2016-05-24,15,9.2,Good,85.0,Medium,2150,kW,923294,451388,Active,C,2025-01-05
AST00424,MIA01,AMER-Central,Chiller,Trane,TRA-CHI-604,SN107461424,2013-12-02,2014-01-03,11,11.6,Critical,38.6,Medium,426,Tons,268586,40287,Active,B,2025-06-21
AST00425,DAL01,AMER-Central,PDU,ABB,ABB-PDU-733,SN948925425,2017-04-12,2017-05-30,14,8.2,Warning,68.4,Medium,344,Amps,124003,63477,Active,A,2025-06-22
AST00426,PHX01,AMER-West,UPS,Eaton,EAT-UPS-946,SN416456426,2018-11-18,2018-12-15,12,6.6,Warning,64.1,Medium,609,kVA,105434,57110,Active,B,2025-03-28
AST00427,TOR01,AMER-Central,UPS,Vertiv,VER-UPS-479,SN841280427,2015-08-04,2015-09-01,12,9.9,Critical,52.7,High,928,kVA,158803,49625,Active,A,2025-06-15
AST00428,SJC01,AMER-West,Cooling,Stulz,STU-COO-932,SN848736428,2014-05-11,2014-07-01,10,11.1,Critical,38.4,Medium,227,Tons,182961,27444,Active,B,2025-06-07
AST00429,SJC01,AMER-West,PDU,ABB,ABB-PDU-578,SN980765429,2012-07-02,2012-07-17,14,13.0,Critical,39.0,Medium,966,Amps,56120,12693,Active,A,2025-06-21
AST00430,SJC01,AMER-West,UPS,Schneider,SCH-UPS-675,SN384996430,2015-01-04,2015-01-16,12,10.5,Warning,60.4,High,1179,kVA,298559,80859,Standby,A,2025-06-18
AST00431,ATL01,AMER-East,UPS,Schneider,SCH-UPS-130,SN279587431,2020-02-17,2020-04-10,12,5.4,Good,85.9,Medium,1086,kVA,240871,150544,Active,A,2025-06-23
AST00432,SJC01,AMER-West,PDU,Schneider,SCH-PDU-678,SN745194432,2011-03-19,2011-05-07,14,14.3,Warning,58.1,High,512,Amps,117127,17569,Active,A,2025-05-04
AST00433,ASH01,AMER-East,UPS,Schneider,SCH-UPS-224,SN215598433,2013-06-11,2013-08-07,12,12.1,Critical,33.3,Medium,791,kVA,274233,43801,Active,A,2025-05-24
AST00434,LAX01,AMER-West,Cooling,Carrier,CAR-COO-224,SN253124434,2015-12-10,2016-01-25,10,9.6,Critical,40.9,Medium,203,Tons,73036,14607,Standby,A,2025-06-22
AST00435,DAL01,AMER-Central,Cooling,Trane,TRA-COO-300,SN643088435,2018-08-25,2018-09-27,10,6.8,Warning,63.5,Medium,156,Tons,85538,37066,Active,A,2025-05-28
AST00436,DAL01,AMER-Central,Chiller,Trane,TRA-CHI-208,SN267647436,2015-04-21,2015-06-12,11,10.2,Critical,48.9,Medium,427,Tons,230659,52422,Active,A,2025-06-27
AST00437,CHI01,AMER-East,PDU,Eaton,EAT-PDU-773,SN632844437,2018-08-07,2018-09-02,14,6.9,Warning,74.2,Medium,970,Amps,50498,29757,Active,C,2025-06-20
AST00438,CHI01,AMER-East,UPS,Vertiv,VER-UPS-998,SN474313438,2016-07-18,2016-08-25,12,9.0,Critical,50.5,High,1382,kVA,277954,104232,Active,B,2025-05-08
AST00439,LAX01,AMER-West,Cooling,Stulz,STU-COO-632,SN567243439,2023-04-20,2023-05-05,10,2.2,Good,86.7,Medium,438,Tons,184619,150772,Active,A,2025-05-06
AST00440,ATL01,AMER-East,PDU,ABB,ABB-PDU-484,SN724219440,2014-03-03,2014-03-31,14,11.3,Critical,52.3,High,632,Amps,82772,27097,Active,B,2025-05-25
AST00441,MIA01,AMER-Central,Cooling,Stulz,STU-COO-608,SN942000441,2013-02-08,2013-03-19,10,12.4,Critical,28.1,High,331,Tons,122169,18325,Active,B,2025-06-26
AST00442,ASH01,AMER-East,UPS,Schneider,SCH-UPS-313,SN277912442,2015-11-22,2015-12-20,12,9.6,Warning,60.0,Medium,1011,kVA,174754,58251,Active,A,2025-06-01
AST00443,LAX01,AMER-West,UPS,Vertiv,VER-UPS-616,SN977200443,2021-08-31,2021-10-11,12,3.8,Good,77.7,Medium,413,kVA,296846,218511,Active,A,2025-02-04
AST00444,LAX01,AMER-West,Cooling,Trane,TRA-COO-216,SN912853444,2018-08-29,2018-10-17,10,6.8,Warning,65.8,High,126,Tons,141021,61109,Active,C,2025-04-18
AST00445,ASH01,AMER-East,UPS,Schneider,SCH-UPS-616,SN191088445,2020-03-21,2020-04-14,12,5.3,Good,78.0,Medium,807,kVA,250761,158467,Active,B,2025-06-16
AST00446,TOR01,AMER-Central,Cooling,Carrier,CAR-COO-246,SN989497446,2012-06-01,2012-07-23,10,13.1,Critical,39.4,Medium,187,Tons,103635,15545,Active,B,2025-05-18
AST00447,SJC01,AMER-West,Generator,Caterpillar,CAT-GEN-327,SN697093447,2023-07-31,2023-08-15,15,1.9,Good,79.6,Medium,2239,kW,544598,487112,Active,A,2025-04-10
AST00448,NYC01,AMER-East,Cooling,Trane,TRA-COO-814,SN244063448,2022-04-22,2022-06-16,10,3.2,Good,81.8,Medium,321,Tons,101304,74289,Active,B,2025-06-27
AST00449,LAX01,AMER-West,Generator,Caterpillar,CAT-GEN-850,SN283043449,2020-05-30,2020-06-10,15,5.1,Good,89.7,High,1364,kW,430575,308578,Active,B,2025-06-12
AST00450,LAX01,AMER-West,PDU,ABB,ABB-PDU-428,SN724455450,2017-01-02,2017-02-27,14,8.5,Warning,64.2,Medium,1090,Amps,53016,26192,Active,B,2025-06-24
AST00451,ASH01,AMER-East,PDU,Eaton,EAT-PDU-593,SN281948451,2016-07-12,2016-08-16,14,9.0,Critical,68.8,High,869,Amps,144441,67061,Retired,B,
AST00452,NYC01,AMER-East,Chiller,York,YOR-CHI-121,SN236917452,2016-12-02,2017-01-18,11,8.6,Critical,36.4,Medium,715,Tons,139337,48556,Retired,A,
AST00453,CHI01,AMER-East,PDU,ABB,ABB-PDU-293,SN767304453,2016-06-25,2016-07-23,14,9.0,Warning,57.8,High,845,Amps,103653,48124,Active,B,2025-04-16
AST00454,CHI01,AMER-East,Generator,Caterpillar,CAT-GEN-833,SN418766454,2021-05-15,2021-06-23,15,4.1,Good,75.3,Medium,1018,kW,552647,426766,Active,C,2025-05-10
AST00455,ATL01,AMER-East,UPS,Eaton,EAT-UPS-746,SN428768455,2017-10-12,2017-11-21,12,7.7,Warning,61.0,High,274,kVA,346910,161409,Standby,B,2025-06-25
AST00456,NYC01,AMER-East,UPS,Eaton,EAT-UPS-843,SN440615456,2021-08-07,2021-08-16,12,3.9,Good,88.1,Low,437,kVA,101390,73930,Active,A,2025-03-21
AST00457,ASH01,AMER-East,PDU,Schneider,SCH-PDU-203,SN849078457,2010-09-14,2010-09-27,14,14.8,Critical,44.3,Low,951,Amps,99189,14878,Retired,A,
AST00458,DAL01,AMER-Central,Generator,Caterpillar,CAT-GEN-457,SN906242458,2011-02-18,2011-03-02,15,14.4,Critical,54.7,Medium,1909,kW,837243,167448,Active,B,2025-04-20
AST00459,SJC01,AMER-West,Cooling,Carrier,CAR-COO-627,SN563937459,2021-01-27,2021-03-12,10,4.4,Good,76.0,Medium,224,Tons,124766,79018,Active,A,2025-06-24
AST00460,SEA01,AMER-West,Chiller,York,YOR-CHI-845,SN287771460,2021-08-28,2021-09-17,11,3.8,Good,85.3,Medium,507,Tons,356731,254035,Active,B,2025-06-06
AST00461,SJC01,AMER-West,Cooling,Stulz,STU-COO-607,SN613313461,2022-06-12,2022-07-25,10,3.0,Good,90.4,High,294,Tons,188853,141639,Active,A,2024-11-09
AST00462,DAL01,AMER-Central,Cooling,Stulz,STU-COO-993,SN335062462,2022-12-11,2023-01-11,10,2.6,Good,94.3,Medium,197,Tons,166084,130099,Active,C,2025-04-03
AST00463,SJC01,AMER-West,Chiller,York,YOR-CHI-769,SN222258463,2014-05-08,2014-07-04,11,11.1,Critical,45.7,Medium,462,Tons,398710,63431,Active,B,2025-06-10
AST00464,ATL01,AMER-East,Cooling,Stulz,STU-COO-663,SN649523464,2014-05-09,2014-06-14,10,11.1,Critical,47.4,Low,449,Tons,169859,25478,Active,A,2025-06-14
AST00465,ASH01,AMER-East,Cooling,Carrier,CAR-COO-129,SN745822465,2012-10-08,2012-10-16,10,12.7,Critical,25.0,High,284,Tons,136126,20418,Standby,A,2025-06-26
AST00466,SJC01,AMER-West,Generator,Cummins,CUM-GEN-730,SN859710466,2012-11-01,2012-11-19,15,12.7,Critical,46.3,High,1849,kW,484535,142668,Active,A,2025-03-26
AST00467,MIA01,AMER-Central,UPS,Vertiv,VER-UPS-660,SN976110467,2022-03-08,2022-04-12,12,3.3,Good,78.1,High,1267,kVA,337644,260267,Active,A,2025-05-22
AST00468,ATL01,AMER-East,Chiller,York,YOR-CHI-195,SN913349468,2014-12-15,2015-01-05,11,10.5,Critical,54.1,High,492,Tons,182551,37339,Active,A,2025-06-16
AST00469,SJC01,AMER-West,Generator,Caterpillar,CAT-GEN-988,SN941535469,2012-03-28,2012-04-30,15,13.3,Critical,36.7,High,1667,kW,648266,169269,Active,A,2025-06-28
AST00470,SEA01,AMER-West,Cooling,Carrier,CAR-COO-676,SN302346470,2022-12-12,2023-01-04,10,2.5,Good,83.2,High,216,Tons,201865,159809,Active,A,2025-06-06
AST00471,TOR01,AMER-Central,UPS,Schneider,SCH-UPS-918,SN191218471,2022-05-21,2022-07-13,12,3.1,Good,91.8,Medium,447,kVA,269767,211692,Active,A,2025-02-27
AST00472,DAL01,AMER-Central,Generator,Cummins,CUM-GEN-500,SN132441472,2019-07-25,2019-08-21,15,5.9,Good,79.4,High,3265,kW,896410,602586,Active,B,2025-06-05
AST00473,DAL01,AMER-Central,PDU,Eaton,EAT-PDU-112,SN916228473,2020-05-28,2020-07-04,14,5.1,Good,83.6,Medium,672,Amps,138635,96549,Active,A,2025-04-07
AST00474,LAX01,AMER-West,Generator,Kohler,KOH-GEN-892,SN961789474,2022-05-24,2022-06-06,15,3.1,Good,82.9,High,1532,kW,558355,462193,Active,A,2025-06-21
AST00475,SEA01,AMER-West,Generator,Cummins,CUM-GEN-403,SN573958475,2013-08-09,2013-09-10,15,11.9,Warning,55.4,Medium,2023,kW,760808,257829,Active,A,2025-06-27
AST00476,ASH01,AMER-East,Generator,Caterpillar,CAT-GEN-402,SN691343476,2013-10-10,2013-11-01,15,11.7,Critical,53.9,Medium,2997,kW,403106,141087,Active,B,2025-05-23
AST00477,NYC01,AMER-East,Generator,Cummins,CUM-GEN-130,SN836129477,2023-08-09,2023-08-29,15,1.9,Good,98.0,Medium,1648,kW,825096,738002,Active,C,2025-04-14
AST00478,SEA01,AMER-West,Cooling,Stulz,STU-COO-558,SN218581478,2018-11-12,2018-12-08,10,6.6,Warning,61.5,High,179,Tons,141396,63628,Active,B,2025-05-25
AST00479,CHI01,AMER-East,Cooling,Trane,TRA-COO-827,SN715175479,2015-02-22,2015-03-05,10,10.4,Critical,31.9,Medium,371,Tons,112377,16856,Active,A,2025-03-21
AST00480,DAL01,AMER-Central,PDU,Eaton,EAT-PDU-248,SN379067480,2012-07-28,2012-09-10,14,12.9,Warning,55.0,Medium,971,Amps,99336,23060,Active,B,2025-04-04
AST00481,SEA01,AMER-West,Generator,Caterpillar,CAT-GEN-153,SN549076481,2010-12-22,2011-02-08,15,14.5,Critical,53.8,Low,3100,kW,521225,101349,Standby,A,2025-06-15
AST00482,SJC01,AMER-West,PDU,Schneider,SCH-PDU-624,SN906564482,2022-09-28,2022-11-09,14,2.8,Good,92.6,High,1017,Amps,147797,123164,Active,B,2024-10-16
AST00483,TOR01,AMER-Central,PDU,Eaton,EAT-PDU-116,SN357803483,2011-11-06,2012-01-03,14,13.6,Critical,28.6,Medium,1033,Amps,69087,13159,Active,A,2025-04-26
AST00484,ASH01,AMER-East,Generator,Cummins,CUM-GEN-270,SN983096484,2022-09-11,2022-10-21,15,2.8,Good,88.4,Medium,2401,kW,503461,425144,Active,C,2025-06-16
AST00485,DAL01,AMER-Central,UPS,Vertiv,VER-UPS-786,SN438384485,2020-09-09,2020-10-23,12,4.8,Good,85.4,High,947,kVA,356010,237340,Active,C,2025-05-07
AST00486,CHI01,AMER-East,Generator,Caterpillar,CAT-GEN-781,SN695642486,2020-04-22,2020-06-12,15,5.2,Good,75.9,Medium,2697,kW,703332,500147,Active,A,2025-05-19
AST00487,LAX01,AMER-West,UPS,Eaton,EAT-UPS-855,SN161240487,2019-06-25,2019-07-11,12,6.0,Warning,73.2,Medium,969,kVA,276740,161431,Active,A,2025-05-11
AST00488,NYC01,AMER-East,Cooling,Trane,TRA-COO-746,SN549763488,2022-07-16,2022-09-05,10,3.0,Good,94.3,High,386,Tons,181895,136421,Active,B,2025-05-04
AST00489,ASH01,AMER-East,Cooling,Trane,TRA-COO-603,SN373452489,2022-02-13,2022-03-11,10,3.4,Good,83.9,High,138,Tons,155306,111302,Active,A,2025-02-09
AST00490,ASH01,AMER-East,PDU,ABB,ABB-PDU-588,SN626492490,2020-12-10,2021-01-17,14,4.6,Good,90.0,High,561,Amps,97428,70751,Active,B,2025-06-09
AST00491,LAX01,AMER-West,PDU,ABB,ABB-PDU-615,SN212217491,2013-01-07,2013-02-20,14,12.5,Critical,52.1,High,542,Amps,143934,36840,Active,B,2025-06-21
AST00492,DAL01,AMER-Central,Generator,Caterpillar,CAT-GEN-923,SN602367492,2020-03-05,2020-03-29,15,5.3,Good,77.5,High,1433,kW,537354,379133,Active,C,2025-02-04
AST00493,ASH01,AMER-East,PDU,ABB,ABB-PDU-670,SN277241493,2020-08-07,2020-09-24,14,4.9,Good,79.3,Medium,511,Amps,122240,86586,Active,C,2025-01-18
AST00494,ATL01,AMER-East,Cooling,Stulz,STU-COO-124,SN408617494,2010-01-26,2010-03-16,10,15.4,Critical,25.0,High,418,Tons,171956,25793,Active,A,2025-06-18
AST00495,MIA01,AMER-Central,PDU,Eaton,EAT-PDU-962,SN349243495,2020-04-22,2020-05-07,14,5.2,Good,85.9,High,640,Amps,110344,76189,Active,A,2025-06-10
AST00496,DEN01,AMER-Central,Generator,Caterpillar,CAT-GEN-786,SN123091496,2012-12-08,2013-01-19,15,12.6,Critical,54.2,Medium,1215,kW,828277,248483,Active,A,2025-06-21
AST00497,CHI01,AMER-East,Chiller,York,YOR-CHI-785,SN922513497,2014-09-20,2014-10-20,11,10.8,Critical,41.1,Medium,154,Tons,388083,70560,Standby,B,2025-06-25
AST00498,CHI01,AMER-East,UPS,Eaton,EAT-UPS-665,SN593216498,2016-04-14,2016-06-07,12,9.2,Warning,58.3,High,671,kVA,174703,63087,Active,C,2025-05-07
AST00499,SJC01,AMER-West,Cooling,Trane,TRA-COO-545,SN925553499,2019-12-24,2020-01-11,10,5.5,Warning,74.3,High,281,Tons,108309,58667,Active,A,2025-06-18
AST00500,TOR01,AMER-Central,Generator,Cummins,CUM-GEN-322,SN953725500,2015-04-17,2015-04-24,15,10.2,Warning,63.9,Low,1989,kW,847815,367386,Active,B,2025-05-09
AST00501,ATL01,AMER-East,Cooling,Trane,TRA-COO-820,SN565226501,2019-08-01,2019-08-18,10,5.9,Warning,69.7,High,129,Tons,173042,87963,Active,B,2025-05-21
AST00502,DAL01,AMER-Central,UPS,Vertiv,VER-UPS-767,SN865419502,2023-07-30,2023-08-09,12,1.9,Good,96.1,Medium,521,kVA,149234,129543,Active,A,2025-02-25
AST00503,DAL01,AMER-Central,Cooling,Trane,TRA-COO-238,SN950193503,2013-06-29,2013-07-22,10,12.0,Critical,34.3,High,390,Tons,188749,28312,Standby,A,2025-06-17
AST00504,CHI01,AMER-East,UPS,Eaton,EAT-UPS-253,SN228389504,2012-06-04,2012-06-12,12,13.1,Critical,42.3,Low,869,kVA,355786,53367,Standby,A,2025-06-28
AST00505,DAL01,AMER-Central,UPS,Eaton,EAT-UPS-947,SN155745505,2019-05-19,2019-06-26,12,6.1,Warning,66.2,Medium,769,kVA,306204,176492,Active,C,2025-05-22
AST00506,TOR01,AMER-Central,UPS,Schneider,SCH-UPS-107,SN700541506,2016-08-06,2016-09-11,12,8.9,Warning,70.3,Low,744,kVA,183783,70194,Active,B,2025-05-10
AST00507,ASH01,AMER-East,Chiller,Daikin,DAI-CHI-236,SN970820507,2017-09-02,2017-09-16,11,7.8,Warning,61.0,Medium,697,Tons,259227,106047,Active,B,2025-06-25
AST00508,TOR01,AMER-Central,Generator,Caterpillar,CAT-GEN-255,SN792137508,2019-10-24,2019-12-10,15,5.7,Good,90.0,Medium,2751,kW,867515,592801,Active,B,2025-03-23
AST00509,ASH01,AMER-East,Cooling,Carrier,CAR-COO-702,SN782773509,2023-08-08,2023-09-18,10,1.9,Good,92.8,Medium,234,Tons,148596,125068,Active,B,2025-06-04
AST00510,NYC01,AMER-East,UPS,Vertiv,VER-UPS-109,SN168323510,2013-04-11,2013-04-24,12,12.2,Critical,49.1,Medium,916,kVA,145841,22281,Active,B,2025-06-25
AST00511,SJC01,AMER-West,UPS,Schneider,SCH-UPS-728,SN732413511,2015-12-17,2016-01-25,12,9.5,Critical,47.0,High,967,kVA,135740,46189,Active,A,2025-06-24
AST00512,CHI01,AMER-East,Generator,Cummins,CUM-GEN-960,SN568947512,2010-04-26,2010-06-22,15,15.2,Critical,33.0,High,2105,kW,868099,135037,Active,B,2025-06-17
AST00513,TOR01,AMER-Central,UPS,Vertiv,VER-UPS-976,SN130099513,2018-03-28,2018-05-23,12,7.3,Warning,61.6,Medium,564,kVA,208474,102789,Active,A,2025-04-26
AST00514,CHI01,AMER-East,PDU,ABB,ABB-PDU-204,SN867876514,2012-11-30,2012-12-05,14,12.6,Critical,46.3,Medium,503,Amps,109503,27375,Active,B,2025-06-20
AST00515,ASH01,AMER-East,PDU,Schneider,SCH-PDU-355,SN489770515,2014-11-08,2015-01-02,14,10.6,Warning,55.8,Medium,810,Amps,67626,24957,Active,B,2025-05-07
AST00516,NYC01,AMER-East,Chiller,York,YOR-CHI-381,SN357906516,2017-03-20,2017-04-12,11,8.3,Critical,48.3,Low,258,Tons,219003,81296,Active,C,2025-05-13
AST00517,DAL01,AMER-Central,UPS,Vertiv,VER-UPS-973,SN410001517,2015-08-01,2015-09-26,12,9.9,Warning,64.5,High,1382,kVA,347927,108727,Active,A,2025-06-10
AST00518,ASH01,AMER-East,PDU,Eaton,EAT-PDU-246,SN325391518,2013-10-23,2013-12-05,14,11.7,Critical,51.2,High,1073,Amps,138688,42101,Active,B,2025-06-15
AST00519,PHX01,AMER-West,Chiller,York,YOR-CHI-379,SN471994519,2022-07-07,2022-08-20,11,3.0,Warning,66.8,Medium,338,Tons,397667,307288,Active,A,2025-06-27
AST00520,ASH01,AMER-East,Generator,Kohler,KOH-GEN-635,SN571017520,2019-11-17,2019-11-25,15,5.6,Good,80.9,Medium,1289,kW,927096,638666,Active,B,2025-04-21
AST00521,ASH01,AMER-East,Chiller,York,YOR-CHI-378,SN537100521,2016-10-16,2016-10-25,11,8.7,Critical,44.0,High,403,Tons,419188,142905,Active,B,2025-06-09
AST00522,SJC01,AMER-West,UPS,Vertiv,VER-UPS-924,SN525468522,2023-01-29,2023-03-28,12,2.4,Good,91.2,High,929,kVA,309526,257938,Active,A,2025-06-26
AST00523,NYC01,AMER-East,Cooling,Trane,TRA-COO-790,SN714741523,2018-08-23,2018-10-13,10,6.9,Critical,54.8,High,411,Tons,160742,68315,Active,A,2025-06-18
AST00524,PHX01,AMER-West,Cooling,Stulz,STU-COO-850,SN840520524,2022-05-13,2022-05-22,10,3.1,Good,77.7,Medium,422,Tons,116001,86034,Active,B,2025-06-08
AST00525,ASH01,AMER-East,UPS,Eaton,EAT-UPS-284,SN492573525,2010-11-02,2010-12-24,12,14.7,Critical,26.6,High,1320,kVA,317189,47578,Retired,C,
AST00526,DAL01,AMER-Central,Chiller,Daikin,DAI-CHI-650,SN226479526,2020-06-08,2020-07-04,11,5.1,Warning,68.0,High,362,Tons,384852,236159,Active,B,2025-06-13
AST00527,ATL01,AMER-East,Cooling,Carrier,CAR-COO-898,SN819785527,2015-06-15,2015-06-29,10,10.0,Critical,40.8,Medium,111,Tons,167842,27973,Active,B,2025-06-23
AST00528,SEA01,AMER-West,Generator,Cummins,CUM-GEN-620,SN305776528,2021-11-28,2021-12-13,15,3.6,Critical,88.4,High,1009,kW,872656,698124,Retired,C,
AST00529,ATL01,AMER-East,Cooling,Trane,TRA-COO-734,SN242180529,2020-09-12,2020-10-24,10,4.8,Warning,74.6,Low,320,Tons,198682,119209,Active,A,2025-06-12
AST00530,NYC01,AMER-East,PDU,ABB,ABB-PDU-180,SN372872530,2020-08-11,2020-09-08,14,4.9,Critical,84.2,High,253,Amps,130774,92631,Retired,A,
AST00531,LAX01,AMER-West,Chiller,Trane,TRA-CHI-506,SN637977531,2019-07-27,2019-09-08,11,5.9,Good,76.2,High,658,Tons,221968,122755,Active,A,2025-06-09
AST00532,CHI01,AMER-East,Cooling,Stulz,STU-COO-862,SN690504532,2019-07-22,2019-08-24,10,5.9,Warning,67.0,Medium,152,Tons,86644,44044,Standby,A,2024-11-06
AST00533,DAL01,AMER-Central,UPS,Eaton,EAT-UPS-175,SN773647533,2022-10-22,2022-12-12,12,2.7,Good,90.7,Medium,358,kVA,274384,222937,Active,A,2024-12-23
AST00534,DEN01,AMER-Central,PDU,Schneider,SCH-PDU-573,SN931246534,2020-09-25,2020-11-04,14,4.8,Good,86.6,Medium,1013,Amps,78919,56370,Active,A,2025-03-01
AST00535,ASH01,AMER-East,UPS,Schneider,SCH-UPS-827,SN259034535,2011-01-04,2011-02-06,12,14.5,Critical,33.1,High,1151,kVA,277256,41588,Active,B,2025-06-08
AST00536,MIA01,AMER-Central,UPS,Schneider,SCH-UPS-267,SN765938536,2012-09-19,2012-11-15,12,12.8,Critical,44.5,High,442,kVA,332188,49828,Active,B,2025-05-26
AST00537,ASH01,AMER-East,Generator,Kohler,KOH-GEN-188,SN300339537,2015-01-30,2015-03-06,15,10.4,Warning,64.8,Low,1451,kW,405355,171149,Active,C,2025-06-13
AST00538,DEN01,AMER-Central,Chiller,Trane,TRA-CHI-613,SN427031538,2018-10-28,2018-11-23,11,6.7,Warning,64.4,Medium,462,Tons,337060,165976,Active,C,2025-04-25
AST00539,ASH01,AMER-East,UPS,Schneider,SCH-UPS-550,SN505105539,2023-07-07,2023-07-27,12,2.0,Good,95.6,Low,1264,kVA,196464,169177,Active,B,2025-06-24
AST00540,DAL01,AMER-Central,Chiller,Daikin,DAI-CHI-111,SN250653540,2010-04-23,2010-06-19,11,15.2,Critical,25.0,High,480,Tons,212036,31805,Active,C,2025-04-19
