year_month,site_code,region,cost_center,spend_category,budget_usd,actual_spend_usd,variance_usd,variance_pct,vendor_name,po_number
2025-02,LAX01,AMER-West,OPS-DC,Vendor Services,23409,22652,-757,-3.23,CBRE Ops,PO100648
2025-02,MIA01,AMER-Central,OPS-FAC,Maintenance Opex,73285,69865,-3420,-4.67,CBRE Ops,PO100649
2025-02,MIA01,AMER-Central,OPS-FAC,Power Opex,91220,105146,13926,15.27,EcoCool,PO100650
2025-02,MIA01,AMER-Central,FIN-CAPEX,Capex Replacement,101556,115265,13709,13.5,Schneider Services,PO100651
2025-02,MIA01,AMER-Central,OPS-DC,Vendor Services,16255,15644,-611,-3.76,Vertiv Services,PO100652
2025-02,NYC01,AMER-East,OPS-DC,Maintenance Opex,102712,105518,2806,2.73,EcoCool,PO100653
2025-02,NYC01,AMER-East,OPS-DC,Power Opex,206419,209041,2622,1.27,ABB Services,PO100654
2025-02,NYC01,AMER-East,OPS-FAC,Capex Replacement,138257,130011,-8246,-5.96,Vertiv Services,PO100655
2025-02,NYC01,AMER-East,OPS-DC,Vendor Services,29910,33400,3490,11.67,Vertiv Services,PO100656
2025-02,PHX01,AMER-West,OPS-DC,Maintenance Opex,76886,85682,8796,11.44,EcoCool,PO100657
2025-02,PHX01,AMER-West,OPS-DC,Power Opex,94687,106798,12111,12.79,DataVolt,PO100658
2025-02,PHX01,AMER-West,OPS-DC,Capex Replacement,87053,95142,8089,9.29,Schneider Services,PO100659
2025-02,PHX01,AMER-West,FIN-CAPEX,Vendor Services,28006,26406,-1600,-5.71,DataVolt,PO100660
2025-02,SEA01,AMER-West,OPS-FAC,Maintenance Opex,113927,127081,13154,11.55,CBRE Ops,PO100661
2025-02,SEA01,AMER-West,OPS-DC,Power Opex,82393,91174,8781,10.66,ABB Services,PO100662
2025-02,SEA01,AMER-West,OPS-DC,Capex Replacement,237646,219409,-18237,-7.67,PowerGrid Mechanical,PO100663
2025-02,SEA01,AMER-West,OPS-FAC,Vendor Services,33152,30795,-2357,-7.11,DataVolt,PO100664
2025-02,SJC01,AMER-West,OPS-FAC,Maintenance Opex,254587,263294,8707,3.42,FacilityPro,PO100665
2025-02,SJC01,AMER-West,OPS-FAC,Power Opex,476356,488818,12462,2.62,ABB Services,PO100666
2025-02,SJC01,AMER-West,OPS-DC,Capex Replacement,410860,449073,38213,9.3,ABB Services,PO100667
2025-02,SJC01,AMER-West,ENG-SVC,Vendor Services,39271,42329,3058,7.79,FacilityPro,PO100668
2025-02,TOR01,AMER-Central,ENG-SVC,Maintenance Opex,113431,123346,9915,8.74,Vertiv Services,PO100669
2025-02,TOR01,AMER-Central,FIN-CAPEX,Power Opex,176101,194589,18488,10.5,Vertiv Services,PO100670
2025-02,TOR01,AMER-Central,FIN-CAPEX,Capex Replacement,116542,132762,16220,13.92,EcoCool,PO100671
2025-02,TOR01,AMER-Central,FIN-CAPEX,Vendor Services,19659,21919,2260,11.5,Vertiv Services,PO100672
2025-03,ASH01,AMER-East,OPS-DC,Maintenance Opex,289331,331849,42518,14.7,DataVolt,PO100673
2025-03,ASH01,AMER-East,OPS-FAC,Power Opex,409783,382716,-27067,-6.61,DataVolt,PO100674
2025-03,ASH01,AMER-East,OPS-FAC,Capex Replacement,301096,340876,39780,13.21,PowerGrid Mechanical,PO100675
2025-03,ASH01,AMER-East,FIN-CAPEX,Vendor Services,97031,109075,12044,12.41,PowerGrid Mechanical,PO100676
2025-03,ATL01,AMER-East,FIN-CAPEX,Maintenance Opex,135110,152751,17641,13.06,PowerGrid Mechanical,PO100677
2025-03,ATL01,AMER-East,OPS-FAC,Power Opex,116852,116755,-97,-0.08,DataVolt,PO100678
2025-03,ATL01,AMER-East,FIN-CAPEX,Capex Replacement,197682,186581,-11101,-5.62,ABB Services,PO100679
2025-03,ATL01,AMER-East,FIN-CAPEX,Vendor Services,42630,48183,5553,13.03,DataVolt,PO100680
2025-03,CHI01,AMER-East,OPS-DC,Maintenance Opex,126776,137212,10436,8.23,CBRE Ops,PO100681
2025-03,CHI01,AMER-East,ENG-SVC,Power Opex,192762,190382,-2380,-1.23,EcoCool,PO100682
2025-03,CHI01,AMER-East,OPS-DC,Capex Replacement,195935,187972,-7963,-4.06,PowerGrid Mechanical,PO100683
2025-03,CHI01,AMER-East,OPS-DC,Vendor Services,48522,47250,-1272,-2.62,PowerGrid Mechanical,PO100684
2025-03,DAL01,AMER-Central,OPS-DC,Maintenance Opex,264359,288040,23681,8.96,CBRE Ops,PO100685
2025-03,DAL01,AMER-Central,OPS-DC,Power Opex,312034,350013,37979,12.17,FacilityPro,PO100686
2025-03,DAL01,AMER-Central,OPS-DC,Capex Replacement,246670,247982,1312,0.53,EcoCool,PO100687
2025-03,DAL01,AMER-Central,ENG-SVC,Vendor Services,61162,70600,9438,15.43,CBRE Ops,PO100688
2025-03,DEN01,AMER-Central,OPS-FAC,Maintenance Opex,48661,45199,-3462,-7.11,Vertiv Services,PO100689
2025-03,DEN01,AMER-Central,OPS-DC,Power Opex,89703,103565,13862,15.45,Schneider Services,PO100690
2025-03,DEN01,AMER-Central,ENG-SVC,Capex Replacement,30710,29589,-1121,-3.65,PowerGrid Mechanical,PO100691
2025-03,DEN01,AMER-Central,OPS-DC,Vendor Services,13895,14472,577,4.15,FacilityPro,PO100692
2025-03,LAX01,AMER-West,OPS-FAC,Maintenance Opex,134202,133036,-1166,-0.87,ABB Services,PO100693
2025-03,LAX01,AMER-West,FIN-CAPEX,Power Opex,187219,207471,20252,10.82,CBRE Ops,PO100694
2025-03,LAX01,AMER-West,OPS-DC,Capex Replacement,215946,225435,9489,4.39,FacilityPro,PO100695
2025-03,LAX01,AMER-West,FIN-CAPEX,Vendor Services,23423,25994,2571,10.98,Schneider Services,PO100696
2025-03,MIA01,AMER-Central,ENG-SVC,Maintenance Opex,61033,69869,8836,14.48,ABB Services,PO100697
2025-03,MIA01,AMER-Central,OPS-DC,Power Opex,111761,125132,13371,11.96,FacilityPro,PO100698
2025-03,MIA01,AMER-Central,ENG-SVC,Capex Replacement,92818,97288,4470,4.82,Vertiv Services,PO100699
2025-03,MIA01,AMER-Central,OPS-FAC,Vendor Services,17437,19193,1756,10.07,Schneider Services,PO100700
2025-03,NYC01,AMER-East,OPS-DC,Maintenance Opex,172510,189819,17309,10.03,Vertiv Services,PO100701
2025-03,NYC01,AMER-East,ENG-SVC,Power Opex,230035,215692,-14343,-6.24,Vertiv Services,PO100702
2025-03,NYC01,AMER-East,OPS-DC,Capex Replacement,311263,287029,-24234,-7.79,ABB Services,PO100703
2025-03,NYC01,AMER-East,OPS-DC,Vendor Services,59285,64160,4875,8.22,ABB Services,PO100704
2025-03,PHX01,AMER-West,ENG-SVC,Maintenance Opex,78656,77551,-1105,-1.4,Vertiv Services,PO100705
2025-03,PHX01,AMER-West,OPS-FAC,Power Opex,106133,113910,7777,7.33,Schneider Services,PO100706
2025-03,PHX01,AMER-West,ENG-SVC,Capex Replacement,93387,101472,8085,8.66,ABB Services,PO100707
2025-03,PHX01,AMER-West,ENG-SVC,Vendor Services,23362,25931,2569,11.0,ABB Services,PO100708
2025-03,SEA01,AMER-West,OPS-FAC,Maintenance Opex,134487,128336,-6151,-4.57,DataVolt,PO100709
2025-03,SEA01,AMER-West,OPS-DC,Power Opex,113251,117794,4543,4.01,PowerGrid Mechanical,PO100710
2025-03,SEA01,AMER-West,OPS-FAC,Capex Replacement,210620,212129,1509,0.72,EcoCool,PO100711
2025-03,SEA01,AMER-West,FIN-CAPEX,Vendor Services,35176,35781,605,1.72,PowerGrid Mechanical,PO100712
2025-03,SJC01,AMER-West,OPS-DC,Maintenance Opex,281261,263896,-17365,-6.17,DataVolt,PO100713
2025-03,SJC01,AMER-West,OPS-FAC,Power Opex,370675,411660,40985,11.06,PowerGrid Mechanical,PO100714
2025-03,SJC01,AMER-West,OPS-FAC,Capex Replacement,575788,559879,-15909,-2.76,FacilityPro,PO100715
2025-03,SJC01,AMER-West,OPS-DC,Vendor Services,72797,67187,-5610,-7.71,Schneider Services,PO100716
2025-03,TOR01,AMER-Central,FIN-CAPEX,Maintenance Opex,187696,177795,-9901,-5.28,EcoCool,PO100717
2025-03,TOR01,AMER-Central,OPS-DC,Power Opex,164166,172041,7875,4.8,CBRE Ops,PO100718
2025-03,TOR01,AMER-Central,OPS-DC,Capex Replacement,151156,147543,-3613,-2.39,EcoCool,PO100719
2025-03,TOR01,AMER-Central,OPS-DC,Vendor Services,38026,42350,4324,11.37,DataVolt,PO100720
2025-04,ASH01,AMER-East,OPS-DC,Maintenance Opex,264026,283739,19713,7.47,ABB Services,PO100721
2025-04,ASH01,AMER-East,FIN-CAPEX,Power Opex,510882,548882,38000,7.44,DataVolt,PO100722
2025-04,ASH01,AMER-East,OPS-FAC,Capex Replacement,400368,433232,32864,8.21,Schneider Services,PO100723
2025-04,ASH01,AMER-East,OPS-DC,Vendor Services,50267,53761,3494,6.95,DataVolt,PO100724
2025-04,ATL01,AMER-East,OPS-DC,Maintenance Opex,134611,146220,11609,8.62,DataVolt,PO100725
2025-04,ATL01,AMER-East,OPS-DC,Power Opex,112205,108932,-3273,-2.92,ABB Services,PO100726
2025-04,ATL01,AMER-East,OPS-DC,Capex Replacement,223594,256039,32445,14.51,ABB Services,PO100727
2025-04,ATL01,AMER-East,OPS-DC,Vendor Services,30413,28607,-1806,-5.94,ABB Services,PO100728
2025-04,CHI01,AMER-East,OPS-DC,Maintenance Opex,98938,113651,14713,14.87,CBRE Ops,PO100729
2025-04,CHI01,AMER-East,OPS-DC,Power Opex,225178,258044,32866,14.6,Schneider Services,PO100730
2025-04,CHI01,AMER-East,FIN-CAPEX,Capex Replacement,177625,172756,-4869,-2.74,DataVolt,PO100731
2025-04,CHI01,AMER-East,OPS-DC,Vendor Services,28154,32155,4001,14.21,Vertiv Services,PO100732
2025-04,DAL01,AMER-Central,OPS-FAC,Maintenance Opex,314129,348667,34538,10.99,FacilityPro,PO100733
2025-04,DAL01,AMER-Central,OPS-FAC,Power Opex,495374,479390,-15984,-3.23,Schneider Services,PO100734
2025-04,DAL01,AMER-Central,OPS-DC,Capex Replacement,264730,287867,23137,8.74,DataVolt,PO100735
2025-04,DAL01,AMER-Central,FIN-CAPEX,Vendor Services,109404,118917,9513,8.7,ABB Services,PO100736
2025-04,DEN01,AMER-Central,OPS-DC,Maintenance Opex,49360,45524,-3836,-7.77,PowerGrid Mechanical,PO100737
2025-04,DEN01,AMER-Central,ENG-SVC,Power Opex,70163,79680,9517,13.56,Schneider Services,PO100738
2025-04,DEN01,AMER-Central,FIN-CAPEX,Capex Replacement,35165,34781,-384,-1.09,CBRE Ops,PO100739
2025-04,DEN01,AMER-Central,OPS-DC,Vendor Services,9208,10065,857,9.31,PowerGrid Mechanical,PO100740
2025-04,LAX01,AMER-West,OPS-DC,Maintenance Opex,154246,160282,6036,3.91,EcoCool,PO100741
2025-04,LAX01,AMER-West,OPS-DC,Power Opex,213333,215126,1793,0.84,Vertiv Services,PO100742
2025-04,LAX01,AMER-West,OPS-FAC,Capex Replacement,225330,257161,31831,14.13,Schneider Services,PO100743
2025-04,LAX01,AMER-West,OPS-FAC,Vendor Services,28430,26717,-1713,-6.03,EcoCool,PO100744
2025-04,MIA01,AMER-Central,OPS-FAC,Maintenance Opex,84263,81620,-2643,-3.14,EcoCool,PO100745
2025-04,MIA01,AMER-Central,OPS-DC,Power Opex,100825,116628,15803,15.67,FacilityPro,PO100746
2025-04,MIA01,AMER-Central,FIN-CAPEX,Capex Replacement,116934,114562,-2372,-2.03,PowerGrid Mechanical,PO100747
2025-04,MIA01,AMER-Central,OPS-DC,Vendor Services,25924,25196,-728,-2.81,DataVolt,PO100748
2025-04,NYC01,AMER-East,OPS-FAC,Maintenance Opex,105591,108951,3360,3.18,Vertiv Services,PO100749
2025-04,NYC01,AMER-East,OPS-DC,Power Opex,236233,217938,-18295,-7.74,CBRE Ops,PO100750
2025-04,NYC01,AMER-East,OPS-DC,Capex Replacement,105235,109248,4013,3.81,EcoCool,PO100751
2025-04,NYC01,AMER-East,OPS-FAC,Vendor Services,16298,18108,1810,11.11,FacilityPro,PO100752
2025-04,PHX01,AMER-West,OPS-FAC,Maintenance Opex,77719,74098,-3621,-4.66,FacilityPro,PO100753
2025-04,PHX01,AMER-West,OPS-DC,Power Opex,128740,131055,2315,1.8,Vertiv Services,PO100754
2025-04,PHX01,AMER-West,FIN-CAPEX,Capex Replacement,90607,84884,-5723,-6.32,FacilityPro,PO100755
2025-04,PHX01,AMER-West,OPS-FAC,Vendor Services,20303,22865,2562,12.62,PowerGrid Mechanical,PO100756
2025-04,SEA01,AMER-West,OPS-DC,Maintenance Opex,101176,100062,-1114,-1.1,Vertiv Services,PO100757
2025-04,SEA01,AMER-West,OPS-FAC,Power Opex,104748,109643,4895,4.67,EcoCool,PO100758
2025-04,SEA01,AMER-West,FIN-CAPEX,Capex Replacement,120554,131125,10571,8.77,ABB Services,PO100759
2025-04,SEA01,AMER-West,OPS-DC,Vendor Services,26215,28631,2416,9.22,ABB Services,PO100760
2025-04,SJC01,AMER-West,OPS-DC,Maintenance Opex,302917,300865,-2052,-0.68,FacilityPro,PO100761
2025-04,SJC01,AMER-West,OPS-FAC,Power Opex,453549,437162,-16387,-3.61,FacilityPro,PO100762
2025-04,SJC01,AMER-West,FIN-CAPEX,Capex Replacement,321061,319317,-1744,-0.54,DataVolt,PO100763
2025-04,SJC01,AMER-West,OPS-DC,Vendor Services,72856,71974,-882,-1.21,ABB Services,PO100764
2025-04,TOR01,AMER-Central,OPS-FAC,Maintenance Opex,134183,145500,11317,8.43,FacilityPro,PO100765
2025-04,TOR01,AMER-Central,OPS-FAC,Power Opex,208706,204182,-4524,-2.17,DataVolt,PO100766
2025-04,TOR01,AMER-Central,FIN-CAPEX,Capex Replacement,108604,119755,11151,10.27,Schneider Services,PO100767
2025-04,TOR01,AMER-Central,OPS-FAC,Vendor Services,28053,28797,744,2.65,ABB Services,PO100768
2025-05,ASH01,AMER-East,FIN-CAPEX,Maintenance Opex,370698,373164,2466,0.67,Vertiv Services,PO100769
2025-05,ASH01,AMER-East,FIN-CAPEX,Power Opex,395876,452703,56827,14.35,EcoCool,PO100770
2025-05,ASH01,AMER-East,OPS-DC,Capex Replacement,514409,569377,54968,10.69,PowerGrid Mechanical,PO100771
2025-05,ASH01,AMER-East,ENG-SVC,Vendor Services,62737,71764,9027,14.39,PowerGrid Mechanical,PO100772
2025-05,ATL01,AMER-East,OPS-FAC,Maintenance Opex,145710,140005,-5705,-3.92,CBRE Ops,PO100773
2025-05,ATL01,AMER-East,OPS-DC,Power Opex,123008,123111,103,0.08,FacilityPro,PO100774
2025-05,ATL01,AMER-East,FIN-CAPEX,Capex Replacement,232955,255496,22541,9.68,Vertiv Services,PO100775
2025-05,ATL01,AMER-East,OPS-FAC,Vendor Services,32283,32927,644,1.99,CBRE Ops,PO100776
2025-05,CHI01,AMER-East,FIN-CAPEX,Maintenance Opex,175978,174322,-1656,-0.94,Vertiv Services,PO100777
2025-05,CHI01,AMER-East,OPS-DC,Power Opex,174953,189341,14388,8.22,ABB Services,PO100778
2025-05,CHI01,AMER-East,OPS-DC,Capex Replacement,221253,232841,11588,5.24,Schneider Services,PO100779
2025-05,CHI01,AMER-East,OPS-FAC,Vendor Services,44787,48582,3795,8.47,CBRE Ops,PO100780
2025-05,DAL01,AMER-Central,FIN-CAPEX,Maintenance Opex,195817,225020,29203,14.91,FacilityPro,PO100781
2025-05,DAL01,AMER-Central,OPS-FAC,Power Opex,379185,382223,3038,0.8,ABB Services,PO100782
2025-05,DAL01,AMER-Central,OPS-DC,Capex Replacement,278368,281937,3569,1.28,Vertiv Services,PO100783
2025-05,DAL01,AMER-Central,OPS-DC,Vendor Services,72321,71509,-812,-1.12,CBRE Ops,PO100784
2025-05,DEN01,AMER-Central,FIN-CAPEX,Maintenance Opex,79766,75295,-4471,-5.61,EcoCool,PO100785
2025-05,DEN01,AMER-Central,OPS-DC,Power Opex,97003,108208,11205,11.55,EcoCool,PO100786
2025-05,DEN01,AMER-Central,OPS-FAC,Capex Replacement,123023,115165,-7858,-6.39,EcoCool,PO100787
2025-05,DEN01,AMER-Central,FIN-CAPEX,Vendor Services,23672,23865,193,0.82,ABB Services,PO100788
2025-05,LAX01,AMER-West,OPS-DC,Maintenance Opex,156526,158225,1699,1.09,CBRE Ops,PO100789
2025-05,LAX01,AMER-West,OPS-DC,Power Opex,196862,219964,23102,11.74,FacilityPro,PO100790
2025-05,LAX01,AMER-West,OPS-DC,Capex Replacement,176624,197511,20887,11.83,DataVolt,PO100791
2025-05,LAX01,AMER-West,ENG-SVC,Vendor Services,36213,33686,-2527,-6.98,FacilityPro,PO100792
2025-05,MIA01,AMER-Central,FIN-CAPEX,Maintenance Opex,65228,69336,4108,6.3,PowerGrid Mechanical,PO100793
2025-05,MIA01,AMER-Central,ENG-SVC,Power Opex,82191,88215,6024,7.33,Schneider Services,PO100794
2025-05,MIA01,AMER-Central,OPS-DC,Capex Replacement,95065,100276,5211,5.48,Schneider Services,PO100795
2025-05,MIA01,AMER-Central,OPS-DC,Vendor Services,16631,16624,-7,-0.04,PowerGrid Mechanical,PO100796
2025-05,NYC01,AMER-East,OPS-DC,Maintenance Opex,80621,91106,10485,13.01,ABB Services,PO100797
2025-05,NYC01,AMER-East,OPS-DC,Power Opex,225911,213690,-12221,-5.41,EcoCool,PO100798
2025-05,NYC01,AMER-East,OPS-DC,Capex Replacement,116720,123831,7111,6.09,DataVolt,PO100799
2025-05,NYC01,AMER-East,FIN-CAPEX,Vendor Services,31204,30949,-255,-0.82,EcoCool,PO100800
2025-05,PHX01,AMER-West,OPS-FAC,Maintenance Opex,63987,59082,-4905,-7.67,CBRE Ops,PO100801
2025-05,PHX01,AMER-West,OPS-FAC,Power Opex,139750,129295,-10455,-7.48,Vertiv Services,PO100802
2025-05,PHX01,AMER-West,OPS-FAC,Capex Replacement,54326,50106,-4220,-7.77,FacilityPro,PO100803
2025-05,PHX01,AMER-West,ENG-SVC,Vendor Services,14728,14261,-467,-3.17,PowerGrid Mechanical,PO100804
2025-05,SEA01,AMER-West,OPS-DC,Maintenance Opex,122725,122942,217,0.18,EcoCool,PO100805
2025-05,SEA01,AMER-West,OPS-DC,Power Opex,92556,102285,9729,10.51,Vertiv Services,PO100806
2025-05,SEA01,AMER-West,FIN-CAPEX,Capex Replacement,141600,158886,17286,12.21,Schneider Services,PO100807
2025-05,SEA01,AMER-West,FIN-CAPEX,Vendor Services,29694,30014,320,1.08,Schneider Services,PO100808
2025-05,SJC01,AMER-West,OPS-DC,Maintenance Opex,310648,315735,5087,1.64,Schneider Services,PO100809
2025-05,SJC01,AMER-West,FIN-CAPEX,Power Opex,450917,435787,-15130,-3.36,FacilityPro,PO100810
2025-05,SJC01,AMER-West,FIN-CAPEX,Capex Replacement,512319,567263,54944,10.72,ABB Services,PO100811
2025-05,SJC01,AMER-West,ENG-SVC,Vendor Services,58479,67548,9069,15.51,FacilityPro,PO100812
2025-05,TOR01,AMER-Central,OPS-FAC,Maintenance Opex,139282,154592,15310,10.99,FacilityPro,PO100813
2025-05,TOR01,AMER-Central,FIN-CAPEX,Power Opex,205463,208190,2727,1.33,Schneider Services,PO100814
2025-05,TOR01,AMER-Central,FIN-CAPEX,Capex Replacement,187814,198757,10943,5.83,FacilityPro,PO100815
2025-05,TOR01,AMER-Central,FIN-CAPEX,Vendor Services,25515,27524,2009,7.87,Schneider Services,PO100816
2025-06,ASH01,AMER-East,OPS-DC,Maintenance Opex,308710,353197,44487,14.41,EcoCool,PO100817
2025-06,ASH01,AMER-East,OPS-FAC,Power Opex,460041,517163,57122,12.42,DataVolt,PO100818
2025-06,ASH01,AMER-East,ENG-SVC,Capex Replacement,311439,360234,48795,15.67,CBRE Ops,PO100819
2025-06,ASH01,AMER-East,OPS-FAC,Vendor Services,100499,112923,12424,12.36,DataVolt,PO100820
2025-06,ATL01,AMER-East,FIN-CAPEX,Maintenance Opex,170834,169914,-920,-0.54,PowerGrid Mechanical,PO100821
2025-06,ATL01,AMER-East,FIN-CAPEX,Power Opex,85208,96232,11024,12.94,DataVolt,PO100822
2025-06,ATL01,AMER-East,ENG-SVC,Capex Replacement,200511,221145,20634,10.29,PowerGrid Mechanical,PO100823
2025-06,ATL01,AMER-East,OPS-DC,Vendor Services,56635,54995,-1640,-2.9,CBRE Ops,PO100824
2025-06,CHI01,AMER-East,OPS-DC,Maintenance Opex,154239,178077,23838,15.46,Schneider Services,PO100825
2025-06,CHI01,AMER-East,OPS-FAC,Power Opex,247838,237811,-10027,-4.05,Vertiv Services,PO100826
2025-06,CHI01,AMER-East,OPS-FAC,Capex Replacement,256789,280653,23864,9.29,ABB Services,PO100827
2025-06,CHI01,AMER-East,OPS-DC,Vendor Services,35486,37438,1952,5.5,DataVolt,PO100828
2025-06,DAL01,AMER-Central,OPS-DC,Maintenance Opex,292185,335131,42946,14.7,CBRE Ops,PO100829
2025-06,DAL01,AMER-Central,FIN-CAPEX,Power Opex,445034,470475,25441,5.72,CBRE Ops,PO100830
2025-06,DAL01,AMER-Central,FIN-CAPEX,Capex Replacement,354067,369584,15517,4.38,ABB Services,PO100831
2025-06,DAL01,AMER-Central,OPS-DC,Vendor Services,80551,85842,5291,6.57,FacilityPro,PO100832
2025-06,DEN01,AMER-Central,OPS-FAC,Maintenance Opex,51237,57094,5857,11.43,EcoCool,PO100833
2025-06,DEN01,AMER-Central,OPS-DC,Power Opex,101497,107151,5654,5.57,EcoCool,PO100834
2025-06,DEN01,AMER-Central,OPS-DC,Capex Replacement,61739,64662,2923,4.73,CBRE Ops,PO100835
2025-06,DEN01,AMER-Central,OPS-DC,Vendor Services,17910,17661,-249,-1.39,Schneider Services,PO100836
2025-06,LAX01,AMER-West,FIN-CAPEX,Maintenance Opex,182795,186676,3881,2.12,CBRE Ops,PO100837
2025-06,LAX01,AMER-West,ENG-SVC,Power Opex,228831,213938,-14893,-6.51,DataVolt,PO100838
2025-06,LAX01,AMER-West,OPS-DC,Capex Replacement,345567,322969,-22598,-6.54,EcoCool,PO100839
2025-06,LAX01,AMER-West,ENG-SVC,Vendor Services,48864,46874,-1990,-4.07,ABB Services,PO100840
2025-06,MIA01,AMER-Central,FIN-CAPEX,Maintenance Opex,29226,33862,4636,15.86,EcoCool,PO100841
2025-06,MIA01,AMER-Central,OPS-DC,Power Opex,103900,110843,6943,6.68,CBRE Ops,PO100842
2025-06,MIA01,AMER-Central,FIN-CAPEX,Capex Replacement,46539,45082,-1457,-3.13,ABB Services,PO100843
2025-06,MIA01,AMER-Central,OPS-DC,Vendor Services,10011,10629,618,6.17,Schneider Services,PO100844
2025-06,NYC01,AMER-East,OPS-DC,Maintenance Opex,144147,158844,14697,10.2,PowerGrid Mechanical,PO100845
2025-06,NYC01,AMER-East,ENG-SVC,Power Opex,218018,243890,25872,11.87,CBRE Ops,PO100846
2025-06,NYC01,AMER-East,OPS-DC,Capex Replacement,243824,261679,17855,7.32,CBRE Ops,PO100847
2025-06,NYC01,AMER-East,OPS-FAC,Vendor Services,35349,32814,-2535,-7.17,CBRE Ops,PO100848
2025-06,PHX01,AMER-West,FIN-CAPEX,Maintenance Opex,135114,124501,-10613,-7.85,FacilityPro,PO100849
2025-06,PHX01,AMER-West,OPS-DC,Power Opex,131818,141254,9436,7.16,Vertiv Services,PO100850
2025-06,PHX01,AMER-West,OPS-DC,Capex Replacement,134031,151802,17771,13.26,EcoCool,PO100851
2025-06,PHX01,AMER-West,OPS-FAC,Vendor Services,32768,32033,-735,-2.24,FacilityPro,PO100852
2025-06,SEA01,AMER-West,FIN-CAPEX,Maintenance Opex,122890,127010,4120,3.35,Schneider Services,PO100853
2025-06,SEA01,AMER-West,OPS-FAC,Power Opex,119937,121505,1568,1.31,PowerGrid Mechanical,PO100854
2025-06,SEA01,AMER-West,OPS-DC,Capex Replacement,93521,94751,1230,1.32,EcoCool,PO100855
2025-06,SEA01,AMER-West,ENG-SVC,Vendor Services,26529,27465,936,3.53,DataVolt,PO100856
2025-06,SJC01,AMER-West,ENG-SVC,Maintenance Opex,257880,295477,37597,14.58,Schneider Services,PO100857
2025-06,SJC01,AMER-West,OPS-DC,Power Opex,450184,444675,-5509,-1.22,CBRE Ops,PO100858
2025-06,SJC01,AMER-West,ENG-SVC,Capex Replacement,262521,295549,33028,12.58,ABB Services,PO100859
2025-06,SJC01,AMER-West,OPS-DC,Vendor Services,83066,95159,12093,14.56,DataVolt,PO100860
2025-06,TOR01,AMER-Central,OPS-DC,Maintenance Opex,150940,159075,8135,5.39,Schneider Services,PO100861
2025-06,TOR01,AMER-Central,OPS-DC,Power Opex,153608,155982,2374,1.55,CBRE Ops,PO100862
2025-06,TOR01,AMER-Central,FIN-CAPEX,Capex Replacement,188565,180424,-8141,-4.32,Schneider Services,PO100863
2025-06,TOR01,AMER-Central,OPS-DC,Vendor Services,35958,37869,1911,5.31,CBRE Ops,PO100864
